ID,GenderSelect,Country,Age,CurrentJobTitleSelect,LanguageRecommendationSelect,FormalEducation,Tenure,MLSkillsSelect,MLTechniquesSelect,EmployerSize,WorkChallengeFrequencyExplaining,WorkChallengeFrequencyTalent,WorkChallengeFrequencyClarity,WorkChallengeFrequencyDataAccess,CompensationScore,WorkMLTeamSeatSelect,RemoteWork,JobSatisfaction,Continent,Income,IncomeCurrency
1351,Male,Italy,35.0,Software Developer/Software Engineer,Python,Bachelor's degree,6 to 10 years,"Computer Vision,Natural Language Processing","Bayesian Techniques,Neural Networks - CNNs,Neural Networks - RNNs,Support Vector Machines (SVMs)",500 to 999 employees,Most of the time,Most of the time,,,2.0,IT Department,Never,6,EU_,125022,euro
1352,Male,China,30.0,Data Analyst,Python,Bachelor's degree,6 to 10 years,"Natural Language Processing,Recommendation Engines,Supervised Machine Learning (Tabular Data)","Decision Trees - Random Forests,Logistic Regression,Markov Logic Networks,Neural Networks - CNNs,Support Vector Machines (SVMs)",100 to 499 employees,,,,,,Central Insights Team,Sometimes,8,AS_,88018,euro
1353,Male,France,25.0,Machine Learning Engineer,Python,Master's degree,Less than a year,"Outlier detection (e.g. Fraud detection),Recommendation Engines,Supervised Machine Learning (Tabular Data),Time Series,Unsupervised Learning","Bayesian Techniques,Decision Trees - Random Forests,Ensemble Methods,Gradient Boosting,Logistic Regression,Support Vector Machines (SVMs)",Fewer than 10 employees,,Sometimes,,,1.0,Other,Never,7,EU_,118098,euro
1354,Male,Australia,,Business Analyst,Python,Bachelor's degree,More than 10 years,Supervised Machine Learning (Tabular Data),Neural Networks - RNNs,"10,000 or more employees",,,Sometimes,Often,,IT Department,Rarely,9,OC_,106515,euro
1355,Male,United States of America,26.0,Machine Learning Engineer,Python,Master's degree,3 to 5 years,Natural Language Processing,Ensemble Methods,500 to 999 employees,,Sometimes,,,4.0,Standalone Team,Never,1,NA_,106665,dollar
1356,Male,United States of America,36.0,Business Analyst,Python,Master's degree,3 to 5 years,"Computer Vision,Supervised Machine Learning (Tabular Data),Time Series,Unsupervised Learning","Bayesian Techniques,Decision Trees - Random Forests,Ensemble Methods,Logistic Regression,Neural Networks - RNNs,Support Vector Machines (SVMs)",500 to 999 employees,,Often,,,4.0,Central Insights Team,Never,3,NA_,139657,dollar
1357,Male,Australia,44.0,Statistician,Python,Doctoral degree,More than 10 years,"Outlier detection (e.g. Fraud detection),Supervised Machine Learning (Tabular Data),Time Series","Bayesian Techniques,Decision Trees - Random Forests,Hidden Markov Models HMMs","1,000 to 4,999 employees",,,Often,,5.0,Other,Sometimes,8,OC_,130815,euro
1358,Male,India,25.0,Machine Learning Engineer,R,Master's degree,3 to 5 years,"Computer Vision,Supervised Machine Learning (Tabular Data),Unsupervised Learning","Evolutionary Approaches,Logistic Regression,Neural Networks - CNNs",100 to 499 employees,,,,,,Standalone Team,,6,AS_,125814,euro
1359,Male,India,32.0,Data Analyst,Python,Master's degree,6 to 10 years,"Outlier detection (e.g. Fraud detection),Supervised Machine Learning (Tabular Data),Survival Analysis,Time Series,Unsupervised Learning","Decision Trees - Random Forests,Gradient Boosting,Logistic Regression,Support Vector Machines (SVMs)",Fewer than 10 employees,,Most of the time,,,8.0,Standalone Team,Always,8,AS_,138559,euro
1360,Male,Spain,59.0,Data Scientist,Python,Doctoral degree,More than 10 years,"Supervised Machine Learning (Tabular Data),Time Series",Neural Networks - RNNs,,,Often,,,4.0,Standalone Team,Never,7,EU_,150543,euro
1361,Male,United States of America,36.0,Other,Java,Master's degree,More than 10 years,Supervised Machine Learning (Tabular Data),Neural Networks - CNNs,500 to 999 employees,,,Often,,5.0,IT Department,Rarely,4,NA_,143680,dollar
1362,Female,France,26.0,Other,Python,Master's degree,1 to 2 years,"Natural Language Processing,Supervised Machine Learning (Tabular Data)","Hidden Markov Models HMMs,Neural Networks - CNNs,Support Vector Machines (SVMs)",20 to 99 employees,,,Often,,,Standalone Team,Rarely,7,EU_,107408,euro
1363,Male,United States of America,35.0,Scientist/Researcher,Python,Master's degree,6 to 10 years,"Adversarial Learning,Computer Vision,Machine Translation,Natural Language Processing,Outlier detection (e.g. Fraud detection),Recommendation Engines,Reinforcement learning,Supervised Machine Learning (Tabular Data),Time Series,Unsupervised Learning","Bayesian Techniques,Decision Trees - Gradient Boosted Machines,Decision Trees - Random Forests,Ensemble Methods,Evolutionary Approaches,Hidden Markov Models HMMs,Logistic Regression,Markov Logic Networks,Neural Networks - CNNs,Neural Networks - GANs,Neural Networks - RNNs,Support Vector Machines (SVMs)","10,000 or more employees",,,,,,Standalone Team,,7,NA_,143917,dollar
1364,Male,Other,33.0,Scientist/Researcher,R,Doctoral degree,More than 10 years,"Supervised Machine Learning (Tabular Data),Unsupervised Learning","Neural Networks - RNNs,Other (please specify; separate by semi-colon)",500 to 999 employees,,,,Often,8.0,Other,Never,8,Other_,158476,euro
1365,Female,United States of America,50.0,Data Scientist,Python,Master's degree,More than 10 years,"Computer Vision,Natural Language Processing,Supervised Machine Learning (Tabular Data),Time Series,Unsupervised Learning","Decision Trees - Gradient Boosted Machines,Decision Trees - Random Forests,Ensemble Methods,Gradient Boosting,Logistic Regression,Neural Networks - CNNs,Neural Networks - GANs,Neural Networks - RNNs,Support Vector Machines (SVMs)",100 to 499 employees,,,,,6.0,Other,Rarely,8,NA_,135349,dollar
1366,Male,United States of America,34.0,Scientist/Researcher,Python,Doctoral degree,More than 10 years,Supervised Machine Learning (Tabular Data),"Bayesian Techniques,Decision Trees - Random Forests",500 to 999 employees,,,,,,Other,Sometimes,6,NA_,140279,dollar
1367,Male,Russia,28.0,Data Scientist,Python,Master's degree,Less than a year,"Supervised Machine Learning (Tabular Data),Unsupervised Learning","Decision Trees - Random Forests,Logistic Regression,Neural Networks - CNNs,Support Vector Machines (SVMs)","1,000 to 4,999 employees",Often,Most of the time,,,8.0,Other,Never,6,EU_,99584,euro
1368,Male,India,25.0,Data Scientist,Python,Bachelor's degree,3 to 5 years,"Natural Language Processing,Supervised Machine Learning (Tabular Data),Unsupervised Learning","Bayesian Techniques,Decision Trees - Gradient Boosted Machines,Decision Trees - Random Forests,Gradient Boosting,Logistic Regression",100 to 499 employees,,Often,,,8.0,,Rarely,9,AS_,76397,euro
1369,Male,India,30.0,Data Scientist,R,Master's degree,1 to 2 years,"Supervised Machine Learning (Tabular Data),Survival Analysis","Bayesian Techniques,Decision Trees - Gradient Boosted Machines,Decision Trees - Random Forests,Ensemble Methods,Logistic Regression",500 to 999 employees,,Often,Sometimes,,8.0,Standalone Team,Rarely,5,AS_,130767,euro
1370,Male,Sweden,42.0,Data Scientist,Python,Master's degree,3 to 5 years,"Supervised Machine Learning (Tabular Data),Time Series","Decision Trees - Gradient Boosted Machines,Decision Trees - Random Forests,Ensemble Methods,Gradient Boosting,Logistic Regression",20 to 99 employees,,,Sometimes,Often,1.0,Standalone Team,Sometimes,9,EU_,109631,euro
1371,Male,Colombia,40.0,Machine Learning Engineer,Python,Bachelor's degree,3 to 5 years,"Supervised Machine Learning (Tabular Data),Time Series,Unsupervised Learning","Bayesian Techniques,Decision Trees - Gradient Boosted Machines,Decision Trees - Random Forests,Ensemble Methods,Gradient Boosting,Logistic Regression,Support Vector Machines (SVMs)","10,000 or more employees",,,Often,,,IT Department,Never,8,SA_,75786,euro
1372,Male,United States of America,46.0,Scientist/Researcher,Python,Doctoral degree,More than 10 years,"Computer Vision,Natural Language Processing,Supervised Machine Learning (Tabular Data),Time Series","Bayesian Techniques,Decision Trees - Gradient Boosted Machines,Decision Trees - Random Forests,Ensemble Methods,Evolutionary Approaches,Gradient Boosting,Hidden Markov Models HMMs,Logistic Regression,Neural Networks - CNNs,Neural Networks - GANs,Neural Networks - RNNs,Support Vector Machines (SVMs)","10,000 or more employees",,Most of the time,,,3.0,Other,Sometimes,10,NA_,152947,dollar
1373,Male,United States of America,51.0,DBA/Database Engineer,SAS,Master's degree,More than 10 years,,Logistic Regression,"5,000 to 9,999 employees",,,,,5.0,IT Department,Sometimes,4,NA_,126098,dollar
1374,Male,India,28.0,Engineer,R,Bachelor's degree,3 to 5 years,"Supervised Machine Learning (Tabular Data),Unsupervised Learning","Bayesian Techniques,Decision Trees - Gradient Boosted Machines,Ensemble Methods,Logistic Regression",100 to 499 employees,,Most of the time,,,8.0,Other,Always,3,AS_,106173,euro
1375,Male,Australia,43.0,Software Developer/Software Engineer,Python,Master's degree,1 to 2 years,"Reinforcement learning,Supervised Machine Learning (Tabular Data),Unsupervised Learning","Decision Trees - Gradient Boosted Machines,Decision Trees - Random Forests,Ensemble Methods,Gradient Boosting,Logistic Regression,Neural Networks - CNNs,Support Vector Machines (SVMs)",20 to 99 employees,,,,,,IT Department,Rarely,9,OC_,103397,euro
1376,Male,Poland,30.0,Data Scientist,R,Master's degree,3 to 5 years,"Supervised Machine Learning (Tabular Data),Survival Analysis,Unsupervised Learning","Bayesian Techniques,Decision Trees - Gradient Boosted Machines,Hidden Markov Models HMMs,Logistic Regression","1,000 to 4,999 employees",Sometimes,,,,2.0,Business Department,Never,7,EU_,134716,euro
1377,Male,United States of America,49.0,Predictive Modeler,R,Master's degree,6 to 10 years,"Natural Language Processing,Supervised Machine Learning (Tabular Data),Time Series,Unsupervised Learning","Decision Trees - Gradient Boosted Machines,Decision Trees - Random Forests,Ensemble Methods,Evolutionary Approaches,Logistic Regression,Neural Networks - GANs","10,000 or more employees",,Most of the time,,Most of the time,4.0,Business Department,Rarely,8,NA_,125494,dollar
1378,Male,Netherlands,52.0,Other,R,Bachelor's degree,3 to 5 years,"Supervised Machine Learning (Tabular Data),Time Series,Unsupervised Learning","Bayesian Techniques,Decision Trees - Gradient Boosted Machines,Decision Trees - Random Forests,Logistic Regression",500 to 999 employees,Often,Sometimes,Sometimes,Sometimes,2.0,Other,,8,EU_,117465,euro
1379,Female,United States of America,33.0,Data Analyst,R,Bachelor's degree,More than 10 years,"Outlier detection (e.g. Fraud detection),Time Series","Bayesian Techniques,Logistic Regression","1,000 to 4,999 employees",,,,,,Central Insights Team,Rarely,9,NA_,121461,dollar
1380,Male,United States of America,38.0,Software Developer/Software Engineer,Python,Bachelor's degree,1 to 2 years,"Supervised Machine Learning (Tabular Data),Time Series","Bayesian Techniques,Logistic Regression","10,000 or more employees",,Often,,Often,3.0,Business Department,Sometimes,7,NA_,93906,dollar
1381,Male,Belarus,27.0,Software Developer/Software Engineer,Python,Bachelor's degree,1 to 2 years,Supervised Machine Learning (Tabular Data),"Decision Trees - Random Forests,Ensemble Methods,Gradient Boosting,Logistic Regression,Support Vector Machines (SVMs)","1,000 to 4,999 employees",,,,,8.0,Business Department,Sometimes,8,EU_,96148,euro
1382,Male,United States of America,51.0,Data Scientist,Python,Other,More than 10 years,"Computer Vision,Outlier detection (e.g. Fraud detection),Supervised Machine Learning (Tabular Data),Survival Analysis","Bayesian Techniques,Decision Trees - Gradient Boosted Machines,Decision Trees - Random Forests,Logistic Regression,Neural Networks - CNNs,Neural Networks - GANs,Neural Networks - RNNs,Other (please specify; separate by semi-colon)",,Most of the time,Most of the time,Most of the time,Sometimes,7.0,IT Department,Sometimes,5,NA_,84492,dollar
1383,Male,Other,23.0,Software Developer/Software Engineer,Python,Other,Less than a year,,Neural Networks - CNNs,"1,000 to 4,999 employees",,Often,Often,,1.0,IT Department,Never,4,Other_,84456,euro
1384,Male,Other,28.0,Scientist/Researcher,Python,Master's degree,3 to 5 years,"Computer Vision,Supervised Machine Learning (Tabular Data),Unsupervised Learning","Support Vector Machines (SVMs),Other (please specify; separate by semi-colon)",20 to 99 employees,,Most of the time,Often,,9.0,Other,Rarely,2,Other_,127220,euro
1385,Male,India,40.0,Data Analyst,R,Master's degree,1 to 2 years,Time Series,Logistic Regression,"10,000 or more employees",Sometimes,,Sometimes,,8.0,Standalone Team,Sometimes,3,AS_,125081,euro
1386,Male,United States of America,22.0,Researcher,R,Bachelor's degree,Less than a year,Other (please specify; separate by semi-colon),Bayesian Techniques,20 to 99 employees,,Most of the time,,,1.0,IT Department,,6,NA_,56088,dollar
1387,Male,Germany,31.0,Researcher,Python,Master's degree,6 to 10 years,"Computer Vision,Time Series,Unsupervised Learning","Decision Trees - Random Forests,Logistic Regression,Support Vector Machines (SVMs)",100 to 499 employees,Often,,Sometimes,Sometimes,1.0,Standalone Team,Sometimes,8,EU_,123561,euro
1388,Male,Italy,33.0,Data Scientist,Python,Master's degree,6 to 10 years,"Adversarial Learning,Outlier detection (e.g. Fraud detection),Recommendation Engines,Supervised Machine Learning (Tabular Data),Time Series","Bayesian Techniques,Decision Trees - Gradient Boosted Machines,Decision Trees - Random Forests,Hidden Markov Models HMMs,Logistic Regression,Markov Logic Networks,Neural Networks - CNNs,Neural Networks - GANs,Neural Networks - RNNs,Support Vector Machines (SVMs)",100 to 499 employees,,,Often,Rarely,3.0,Central Insights Team,Sometimes,8,EU_,102226,euro
1389,Female,Spain,34.0,Data Scientist,R,Master's degree,1 to 2 years,"Outlier detection (e.g. Fraud detection),Supervised Machine Learning (Tabular Data),Survival Analysis,Time Series","Decision Trees - Gradient Boosted Machines,Decision Trees - Random Forests,Logistic Regression,Neural Networks - CNNs,Neural Networks - GANs,Neural Networks - RNNs",I don't know,Sometimes,Often,,,2.0,Business Department,Never,8,EU_,117316,euro
1390,Male,United States of America,26.0,Engineer,Python,Bachelor's degree,Less than a year,Supervised Machine Learning (Tabular Data),"Decision Trees - Gradient Boosted Machines,Decision Trees - Random Forests,Ensemble Methods,Logistic Regression",20 to 99 employees,,,,Often,5.0,Standalone Team,Rarely,8,NA_,106840,dollar
1391,Female,Canada,31.0,Statistician,R,Doctoral degree,6 to 10 years,"Outlier detection (e.g. Fraud detection),Supervised Machine Learning (Tabular Data),Survival Analysis,Time Series,Unsupervised Learning,Other (please specify; separate by semi-colon)","Bayesian Techniques,Decision Trees - Random Forests,Hidden Markov Models HMMs,Logistic Regression,Other (please specify; separate by semi-colon)",,Often,,,,2.0,Other,Sometimes,10,NA_,147997,dollar
1392,Male,India,32.0,Data Scientist,R,Bachelor's degree,1 to 2 years,"Supervised Machine Learning (Tabular Data),Time Series,Unsupervised Learning","Decision Trees - Random Forests,Logistic Regression",I prefer not to answer,Often,,Often,Most of the time,,IT Department,Sometimes,8,AS_,78928,euro
1393,Male,Other,60.0,Business Analyst,Matlab,Doctoral degree,6 to 10 years,"Computer Vision,Natural Language Processing,Supervised Machine Learning (Tabular Data),Unsupervised Learning","Bayesian Techniques,Decision Trees - Gradient Boosted Machines,Decision Trees - Random Forests,Ensemble Methods,Gradient Boosting,Hidden Markov Models HMMs,Logistic Regression,Markov Logic Networks,Neural Networks - CNNs,Support Vector Machines (SVMs)",,,,,,,Standalone Team,Sometimes,8,Other_,141420,euro
1394,Male,India,14.0,Software Developer/Software Engineer,Python,Other,Less than a year,"Computer Vision,Supervised Machine Learning (Tabular Data)","Logistic Regression,Neural Networks - CNNs",,,,Often,Often,,Standalone Team,Rarely,10,AS_,108040,euro
1395,Male,India,26.0,Data Analyst,Python,Master's degree,1 to 2 years,Supervised Machine Learning (Tabular Data),Logistic Regression,100 to 499 employees,,,,,8.0,Standalone Team,Never,7,AS_,105136,euro
